ticket_id,customer_id,created_date,category,priority,status,resolution_time_hours,description
TKT-002317,CUST-03032,2025-12-31 11:00:00,billing,low,escalated,,Customer requesting breakdown of charges on monthly statement.
TKT-002318,CUST-01268,2025-05-08 15:00:00,cancellation,critical,resolved,1.4,Customer frustrated with service quality and wants to terminate.
TKT-002319,CUST-00271,2025-08-24 10:00:00,general,low,resolved,40.8,Customer asking about available loyalty rewards.
TKT-002320,CUST-02302,2025-07-16 19:00:00,general,low,resolved,23.9,Customer requesting update to account contact information.
TKT-002321,CUST-03160,2025-06-20 16:00:00,general,high,escalated,,Customer asking about available loyalty rewards.
TKT-002322,CUST-04594,2025-05-24 13:00:00,billing,medium,resolved,37.6,Request to change billing date to align with pay schedule.
TKT-002323,CUST-00421,2025-08-31 17:00:00,cancellation,critical,resolved,3.4,Account cancellation requested — switching to competitor.
TKT-002324,CUST-02713,2025-06-18 15:00:00,general,medium,resolved,0.7,General inquiry about contract renewal terms.
TKT-002325,CUST-00136,2025-12-28 10:00:00,technical,medium,resolved,20.1,DNS resolution failures reported across multiple devices.
TKT-002326,CUST-04580,2025-08-08 15:00:00,billing,medium,open,,Customer asking about proration after mid-cycle plan change.
TKT-002327,CUST-03689,2025-11-14 10:00:00,billing,medium,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002328,CUST-03034,2025-09-21 17:00:00,billing,high,resolved,6.0,Request to change billing date to align with pay schedule.
TKT-002329,CUST-02456,2025-04-09 11:00:00,cancellation,medium,resolved,40.7,Customer wants to cancel service — moving to a new provider.
TKT-002330,CUST-02521,2025-09-30 18:00:00,technical,high,resolved,11.5,DNS resolution failures reported across multiple devices.
TKT-002331,CUST-02719,2025-06-05 19:00:00,general,high,resolved,9.0,Question about service availability at a new address.
TKT-002332,CUST-00957,2025-11-23 12:00:00,technical,medium,escalated,,VoIP call quality degradation — choppy audio and latency.
TKT-002333,CUST-03984,2025-01-22 13:00:00,technical,high,open,,VoIP call quality degradation — choppy audio and latency.
TKT-002334,CUST-02677,2025-05-18 17:00:00,cancellation,medium,escalated,,Customer wants to cancel service — moving to a new provider.
TKT-002335,CUST-02464,2025-06-15 13:00:00,billing,medium,resolved,11.4,Customer inquired about unexpected charge on their latest bill.
TKT-002336,CUST-04133,2025-04-20 18:00:00,billing,high,resolved,153.4,Customer inquired about unexpected charge on their latest bill.
TKT-002337,CUST-02774,2025-02-03 12:00:00,cancellation,critical,open,,Customer frustrated with service quality and wants to terminate.
TKT-002338,CUST-04433,2025-11-12 14:00:00,technical,medium,resolved,24.7,VoIP call quality degradation — choppy audio and latency.
TKT-002339,CUST-04192,2025-03-03 17:00:00,technical,medium,resolved,2.4,VoIP call quality degradation — choppy audio and latency.
TKT-002340,CUST-00288,2025-08-08 18:00:00,cancellation,medium,resolved,55.6,Cancellation request — customer relocating out of service area.
TKT-002341,CUST-00028,2025-08-03 08:00:00,cancellation,critical,resolved,25.1,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002342,CUST-02252,2025-02-05 17:00:00,general,critical,resolved,43.6,Customer requesting update to account contact information.
TKT-002343,CUST-02905,2025-10-22 18:00:00,technical,critical,resolved,6.8,Intermittent internet connectivity — customer reports frequent drops.
TKT-002344,CUST-02198,2025-02-05 09:00:00,general,medium,resolved,59.2,General inquiry about contract renewal terms.
TKT-002345,CUST-04464,2025-02-20 08:00:00,technical,medium,resolved,21.3,Customer unable to stream video — buffering issues during peak hours.
TKT-002346,CUST-02069,2025-01-24 09:00:00,technical,medium,open,,Slow download speeds not matching subscribed plan tier.
TKT-002347,CUST-01050,2025-11-05 15:00:00,technical,low,open,,Intermittent internet connectivity — customer reports frequent drops.
TKT-002348,CUST-03416,2025-09-29 09:00:00,billing,high,resolved,31.0,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002349,CUST-01220,2025-12-31 09:00:00,technical,low,resolved,15.4,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002350,CUST-00629,2025-02-25 16:00:00,technical,low,resolved,32.0,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002351,CUST-04666,2025-04-10 19:00:00,general,medium,resolved,26.8,Request for copy of service agreement.
TKT-002352,CUST-00489,2025-06-28 09:00:00,upgrade,low,resolved,4.9,Customer interested in upgrading to a faster internet tier.
TKT-002353,CUST-03885,2025-07-25 13:00:00,cancellation,critical,escalated,,Account cancellation requested — switching to competitor.
TKT-002354,CUST-01788,2025-12-30 10:00:00,billing,high,resolved,25.4,Customer inquired about unexpected charge on their latest bill.
TKT-002355,CUST-00542,2025-12-25 12:00:00,billing,medium,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002356,CUST-01866,2025-02-03 08:00:00,technical,medium,resolved,9.0,Customer unable to stream video — buffering issues during peak hours.
TKT-002357,CUST-03192,2025-08-06 08:00:00,billing,medium,resolved,16.7,Request to change billing date to align with pay schedule.
TKT-002358,CUST-03857,2025-03-23 18:00:00,billing,high,resolved,10.7,Customer confused about taxes and surcharges on bill.
TKT-002359,CUST-01916,2025-10-07 17:00:00,billing,low,resolved,25.9,Customer asking about proration after mid-cycle plan change.
TKT-002360,CUST-02069,2025-06-17 13:00:00,billing,low,escalated,,Customer inquired about unexpected charge on their latest bill.
TKT-002361,CUST-04508,2025-10-03 17:00:00,billing,medium,open,,Customer inquired about unexpected charge on their latest bill.
TKT-002362,CUST-02823,2025-03-19 09:00:00,general,medium,resolved,80.9,Customer asking about available loyalty rewards.
TKT-002363,CUST-00066,2025-07-23 16:00:00,technical,high,resolved,58.6,Intermittent internet connectivity — customer reports frequent drops.
TKT-002364,CUST-01623,2025-06-16 16:00:00,cancellation,medium,resolved,78.2,Requesting cancellation due to pricing — found cheaper alternative.
TKT-002365,CUST-01180,2025-05-03 14:00:00,billing,low,escalated,,Customer inquired about unexpected charge on their latest bill.
TKT-002366,CUST-03844,2025-09-24 10:00:00,technical,high,escalated,,Email service not syncing on mobile device.
TKT-002367,CUST-03545,2025-06-04 16:00:00,technical,high,open,,DNS resolution failures reported across multiple devices.
TKT-002368,CUST-02823,2025-05-13 13:00:00,general,medium,open,,Customer inquiring about referral program benefits.
TKT-002369,CUST-04633,2025-02-07 12:00:00,cancellation,critical,escalated,,Account cancellation requested — switching to competitor.
TKT-002370,CUST-04209,2025-06-23 10:00:00,general,low,resolved,23.4,Customer inquiring about referral program benefits.
TKT-002371,CUST-04358,2025-03-26 12:00:00,upgrade,low,resolved,20.7,Inquiry about bundle discount for adding mobile service.
TKT-002372,CUST-01521,2025-02-07 11:00:00,general,medium,resolved,21.0,Question about service availability at a new address.
TKT-002373,CUST-02157,2025-03-18 17:00:00,technical,low,resolved,88.1,VoIP call quality degradation — choppy audio and latency.
TKT-002374,CUST-04458,2025-06-08 16:00:00,technical,high,open,,Router not connecting after power outage — needs reset instructions.
TKT-002375,CUST-04246,2025-06-07 16:00:00,general,high,resolved,16.6,Customer asking about available loyalty rewards.
TKT-002376,CUST-02328,2025-04-03 18:00:00,upgrade,medium,escalated,,Customer wants to upgrade from DSL to fiber optic service.
TKT-002377,CUST-00891,2025-09-27 18:00:00,technical,high,open,,Email service not syncing on mobile device.
TKT-002378,CUST-01958,2025-01-21 09:00:00,general,medium,escalated,,Customer requesting update to account contact information.
TKT-002379,CUST-02559,2025-12-15 19:00:00,cancellation,medium,resolved,34.7,Customer frustrated with service quality and wants to terminate.
TKT-002380,CUST-04203,2025-11-06 09:00:00,cancellation,critical,escalated,,Customer threatening to cancel unless given a better rate.
TKT-002381,CUST-04070,2025-09-08 14:00:00,general,low,resolved,18.7,Customer inquiring about referral program benefits.
TKT-002382,CUST-02512,2025-03-06 19:00:00,cancellation,critical,open,,Customer frustrated with service quality and wants to terminate.
TKT-002383,CUST-00108,2025-06-23 15:00:00,general,low,resolved,42.3,Customer requesting update to account contact information.
TKT-002384,CUST-03562,2025-07-25 12:00:00,cancellation,high,resolved,2.0,Customer threatening to cancel unless given a better rate.
TKT-002385,CUST-01599,2025-02-27 14:00:00,general,low,resolved,6.4,Customer asking about available loyalty rewards.
TKT-002386,CUST-03165,2025-04-27 19:00:00,technical,high,resolved,48.7,Email service not syncing on mobile device.
TKT-002387,CUST-03012,2025-06-30 16:00:00,general,low,resolved,46.8,Request for copy of service agreement.
TKT-002388,CUST-02135,2025-01-09 19:00:00,upgrade,medium,resolved,19.5,Inquiry about bundle discount for adding mobile service.
TKT-002389,CUST-01037,2025-07-14 08:00:00,technical,critical,escalated,,DNS resolution failures reported across multiple devices.
TKT-002390,CUST-00324,2025-07-13 09:00:00,general,medium,resolved,11.6,Request for copy of service agreement.
TKT-002391,CUST-00723,2025-09-24 10:00:00,upgrade,medium,resolved,21.0,Customer exploring premium channel add-on options.
TKT-002392,CUST-02099,2025-03-05 15:00:00,general,low,resolved,34.4,Request for copy of service agreement.
TKT-002393,CUST-02813,2025-08-16 14:00:00,billing,low,resolved,23.3,Customer asking about proration after mid-cycle plan change.
TKT-002394,CUST-00230,2025-12-11 09:00:00,technical,medium,open,,VoIP call quality degradation — choppy audio and latency.
TKT-002395,CUST-04807,2025-04-10 19:00:00,technical,critical,open,,Slow download speeds not matching subscribed plan tier.
TKT-002396,CUST-01074,2025-11-02 10:00:00,upgrade,high,resolved,16.3,Request to add international calling to phone plan.
TKT-002397,CUST-00733,2025-05-09 14:00:00,billing,low,resolved,57.5,Payment processing error reported — double charge on credit card.
TKT-002398,CUST-00969,2025-03-13 16:00:00,upgrade,low,resolved,12.4,Customer exploring premium channel add-on options.
TKT-002399,CUST-01906,2025-12-11 11:00:00,general,low,escalated,,Request for copy of service agreement.
TKT-002400,CUST-02804,2025-01-16 16:00:00,billing,medium,escalated,,Customer confused about taxes and surcharges on bill.
TKT-002401,CUST-02979,2025-12-15 17:00:00,general,medium,open,,Customer inquiring about referral program benefits.
TKT-002402,CUST-00884,2025-03-22 14:00:00,billing,medium,resolved,11.1,Customer asking about proration after mid-cycle plan change.
TKT-002403,CUST-03735,2025-04-11 09:00:00,general,low,resolved,8.8,Question about service availability at a new address.
TKT-002404,CUST-03096,2025-05-16 12:00:00,general,low,resolved,40.6,Question about service availability at a new address.
TKT-002405,CUST-01579,2025-01-13 16:00:00,upgrade,high,resolved,51.5,Inquiry about adding streaming package to current plan.
TKT-002406,CUST-02254,2025-04-11 15:00:00,technical,high,open,,Wi-Fi signal weak in parts of the home — requesting range extender.
TKT-002407,CUST-00924,2025-05-01 11:00:00,upgrade,medium,resolved,22.6,Customer exploring premium channel add-on options.
TKT-002408,CUST-03705,2025-04-25 10:00:00,billing,high,resolved,50.2,Customer requesting breakdown of charges on monthly statement.
TKT-002409,CUST-02527,2025-05-15 16:00:00,billing,critical,resolved,48.2,Customer inquired about unexpected charge on their latest bill.
TKT-002410,CUST-02993,2025-04-14 13:00:00,general,low,escalated,,Question about service availability at a new address.
TKT-002411,CUST-04816,2025-03-28 17:00:00,general,low,resolved,4.4,Customer inquiring about referral program benefits.
TKT-002412,CUST-04315,2025-02-26 13:00:00,billing,low,open,,Late fee dispute — customer says payment was submitted on time.
TKT-002413,CUST-00931,2025-03-18 13:00:00,billing,low,resolved,22.4,Customer asking about proration after mid-cycle plan change.
TKT-002414,CUST-00859,2025-04-06 19:00:00,billing,medium,open,,Customer inquired about unexpected charge on their latest bill.
TKT-002415,CUST-00507,2025-03-08 16:00:00,technical,high,open,,VoIP call quality degradation — choppy audio and latency.
TKT-002416,CUST-04399,2025-08-15 14:00:00,billing,high,escalated,,Request to change billing date to align with pay schedule.
TKT-002417,CUST-04014,2025-05-08 10:00:00,billing,critical,escalated,,Late fee dispute — customer says payment was submitted on time.
TKT-002418,CUST-04670,2025-03-02 18:00:00,billing,high,resolved,14.4,Customer inquired about unexpected charge on their latest bill.
TKT-002419,CUST-03610,2025-10-21 10:00:00,cancellation,medium,open,,Cancellation request — customer relocating out of service area.
TKT-002420,CUST-04901,2025-01-29 16:00:00,billing,low,escalated,,Dispute over billing amount — customer claims overcharge for current cycle.
TKT-002421,CUST-01118,2025-04-21 15:00:00,cancellation,critical,resolved,4.9,Customer threatening to cancel unless given a better rate.
TKT-002422,CUST-01821,2025-11-13 17:00:00,cancellation,high,resolved,4.6,Customer frustrated with service quality and wants to terminate.
TKT-002423,CUST-00469,2025-12-22 19:00:00,cancellation,high,open,,Account cancellation requested — switching to competitor.
TKT-002424,CUST-01383,2025-04-25 13:00:00,billing,medium,resolved,61.1,Late fee dispute — customer says payment was submitted on time.
TKT-002425,CUST-00020,2025-01-22 18:00:00,cancellation,low,resolved,21.2,Cancellation request — customer relocating out of service area.
TKT-002426,CUST-01048,2025-07-29 14:00:00,general,medium,resolved,30.2,Question about service availability at a new address.
